tipo_muerte,zona,subzona,distrito,circuito,codigo_subcircuito,subcircuito,codigo_provincia,provincia,codigo_canton,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,fecha_infraccion,hora_infraccion,arma,tipo_arma,presunta_motivacion,presun_motiva_observada,probable_causa_motivada,edad,medida_edad,sexo,genero,etnia,estado_civil,nacionalidad,discapacidad,profesion_registro_civil,instruccion,antecedentes
ASESINATO,ZONA 7,EL ORO,PASAJE,BARBONES,07D01C05S02,BARBONES 2,7,EL ORO,706,EL GUABO,"-316,856",-79.78075,RURAL,HACIENDAS,PRIVADO,30/05/2024,01:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,47,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,MONTE SINAÍ,09D08C05S06,MONTE SINAÍ 6,9,GUAYAS,901,GUAYAQUIL,"-21,273",-80.00197,URBANO,HOSPITALES,PRIVADO,30/05/2024,16:00:00,ARMA CONTUNDENTE,OBJETO CONTUSO,DELINCUENCIA COMÚN,AMENAZA,HERIDAS CONTUSAS,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,MARTHA DE ROLDÓS,09D06C02S06,MARTHA DE ROLDÓS 6,9,GUAYAS,901,GUAYAQUIL,"-214,893",-79.93171,URBANO,VÍA PÚBLICA,PUBLICO,30/05/2024,19:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,9,GUAYAS,901,GUAYAQUIL,"-240,918",-80.37304,RURAL,VÍA PÚBLICA,PUBLICO,30/05/2024,10:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,56,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ARTESANO,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 9,D.M. QUITO,LA DELICIA,CARCELÉN,17D03C17S02,CARCELÉN 2,17,PICHINCHA,1701,QUITO,"-0,08261",-78.47345,URBANO,VÍA PÚBLICA,PUBLICO,30/05/2024,06:00:00,ARMA CONTUNDENTE,OBJETO CONTUSO,VIOLENCIA COMUNITARIA,RIÑAS,HERIDAS CONTUSAS,24,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,AYUDANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,PROPICIA,08D01C15S01,PROPICIA 1,8,ESMERALDAS,801,ESMERALDAS,"0,92149",-79.66077,URBANO,RÍO,PUBLICO,29/05/2024,14:00:00,CONSTRICTORA,CABLE,DELINCUENCIA COMÚN,AMENAZA,ESTRANGULACION,23,A,HOMBRE,MASCULINO,MULATO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,LA FABRIL,13D02C17S01,LA FABRIL 1,13,MANABÍ,1309,MONTECRISTI,"-0,99674",-80.69503,URBANO,VÍA PÚBLICA,PUBLICO,29/05/2024,10:50:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO PRIVADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,CRUCITA,13D01C10S01,CRUCITA 1,13,MANABÍ,1301,PORTOVIEJO,"-0,84813",-80.53371,URBANO,CASA/VILLA,PRIVADO,29/05/2024,18:45:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,MILITAR,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,LA FABRIL,13D02C17S02,LA FABRIL 2,13,MANABÍ,1309,MONTECRISTI,"-0,99945",-80.68562,URBANO,CASA/VILLA,PRIVADO,29/05/2024,15:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE,09D19C02S02,JUAN BAUTISTA AGUIRRE 2,9,GUAYAS,906,DAULE,"-20,506",-79.88106,URBANO,VÍA PÚBLICA,PUBLICO,29/05/2024,23:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,PIMOCHA,12D01C11S01,PIMOCHA 1,12,LOS RÍOS,1201,BABAHOYO,"-177,731",-79.5012,RURAL,RÍO,PUBLICO,29/05/2024,08:00:00,ARMA CONTUNDENTE,OBJETO CONTUSO,DELINCUENCIA COMÚN,AMENAZA,HERIDAS CONTUSAS,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,SANTA ELENA,OLON,24D01C09S01,OLON 1,24,SANTA ELENA,2401,SANTA ELENA,"-170,881",-80.77851,RURAL,BOSQUE Y RESERVAS ECOLÓGICAS,PUBLICO,29/05/2024,16:25:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO PARTICULAR,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,SANTA ELENA,OLON,24D01C09S01,OLON 1,24,SANTA ELENA,2401,SANTA ELENA,"-170,881",-80.77851,RURAL,BOSQUE Y RESERVAS ECOLÓGICAS,PUBLICO,29/05/2024,16:25:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,39,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,QUEHACER. DOMESTICOS,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,ZARUMA,PORTOVELO,07D03C05S01,PORTOVELO 1,7,EL ORO,711,PORTOVELO,"-371,496",-79.61816,URBANO,VÍA PÚBLICA,PUBLICO,29/05/2024,07:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,CHOFER PROFESIONAL,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,FLORIDA,09D06C05S01,FLORIDA 1,9,GUAYAS,901,GUAYAQUIL,"-21,372",-79.936,URBANO,VÍA PÚBLICA,PUBLICO,29/05/2024,01:21:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
FEMICIDIO,ZONA 8,D.M. GUAYAQUIL,DURÁN,LA HERRADURA,09D24C04S01,LA HERRADURA 1,9,GUAYAS,907,DURAN,"-215,644",-79.7742,RURAL,VÍA PÚBLICA,PUBLICO,29/05/2024,07:30:00,ARMA DE FUEGO,PISTOLA,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,HERIDA POR ARMA DE FUEGO,25,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,ABEL GILBERT,09D24C01S02,ABEL GILBERT 2,9,GUAYAS,907,DURAN,"-218,269",-79.8496,URBANO,VÍA PÚBLICA,PUBLICO,29/05/2024,08:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA NORTE,09D02C04S04,TRINITARIA NORTE 4,9,GUAYAS,901,GUAYAQUIL,"-223,372",-79.93111,URBANO,VÍA PÚBLICA,PUBLICO,29/05/2024,12:24:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SAMBORONDÓN,SAMBORONDÓN,09D23C01S04,SAMBORONDÓN 4,9,GUAYAS,916,SAMBORONDON,"-19,636",-79.72374,URBANO,VÍA PÚBLICA,PUBLICO,29/05/2024,17:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,39,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S02,ANTEPARA 2,9,GUAYAS,901,GUAYAQUIL,"-22,118",-79.90738,URBANO,VÍA PÚBLICA,PUBLICO,29/05/2024,21:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,16,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,PORTETE,BATALLÓN DEL SUBURBIO,09D04C05S03,BATALLÓN DEL SUBURBIO 3,9,GUAYAS,901,GUAYAQUIL,"-22,117",-79.93166,URBANO,VÍA PÚBLICA,PUBLICO,29/05/2024,20:00:00,OTROS,NINGUNA,DELINCUENCIA COMÚN,AMENAZA,SOFOCACION,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,VIGILANTE,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 9,D.M. QUITO,CALDERÓN,BICENTENARIO,17D02C08S02,BICENTENARIO 2,17,PICHINCHA,1701,QUITO,"-0,06441",-78.45151,URBANO,CASA/VILLA,PRIVADO,29/05/2024,01:00:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMÚN,ROBO A DOMICILIOS,HERIDA POR ARMA BLANCA,47,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,MASTER,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 4,MANABÍ,PORTOVIEJO,SAN PABLO,13D01C05S01,SAN PABLO 1,13,MANABÍ,1301,PORTOVIEJO,"-100,459",-80.4522,URBANO,CASA/VILLA,PRIVADO,28/05/2024,03:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A DOMICILIOS,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SECUNDARIA,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,SUCRE,BAHÍA,13D11C01S02,BAHÍA 2,13,MANABÍ,1314,SUCRE,"-0,63998",-80.41732,URBANO,VÍA PÚBLICA,PUBLICO,28/05/2024,21:30:00,ARMA DE FUEGO,PISTOLA,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA DE FUEGO,10,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,SAN JUAN,13D02C11S01,SAN JUAN 1,13,MANABÍ,1308,MANTA,"-0,99595",-80.75975,RURAL,CASA/VILLA,PRIVADO,28/05/2024,22:46:00,CONSTRICTORA,SOGA,DELINCUENCIA COMÚN,ROBO A PERSONAS,ESTRANGULACION,75,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,AGRICULTOR,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,STO DGO DE LOS TSÁCHILAS,SANTO DOMINGO ESTE,CENTRO,23D01C02S04,CENTRO 4,23,STO DGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,"-0,25405",-79.1676,URBANO,VÍA PÚBLICA,PUBLICO,28/05/2024,15:30:00,ARMA BLANCA,CUCHILLO,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA BLANCA,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,VENEZUELA,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,NARANJAL BALAO,PUERTO INCA,09D12C07S01,PUERTO INCA 1,9,GUAYAS,911,NARANJAL,"-252,554",-79.52589,RURAL,VÍA PÚBLICA,PUBLICO,28/05/2024,16:30:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,46,A,HOMBRE,MASCULINO,MESTIZO/A,VIUDO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,PLAYAS,GENERAL VILLAMIL,09D22C02S02,GENERAL VILLAMIL 2,9,GUAYAS,921,PLAYAS,"-262,514",-80.38247,URBANO,VÍA PÚBLICA,PUBLICO,28/05/2024,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,MATA DE CACAO,12D01C12S03,MATA DE CACAO 3,12,LOS RÍOS,1201,BABAHOYO,"-196,048",-79.39924,URBANO,VÍA PÚBLICA,PUBLICO,28/05/2024,07:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MULATO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,VENTANAS,ZAPOTAL,12D04C02S01,ZAPOTAL 1,12,LOS RÍOS,1207,VENTANAS,"-138,219",-79.39307,RURAL,VÍA PÚBLICA,PUBLICO,28/05/2024,20:00:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO PARTICULAR,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,UNIVERSIDAD,12D01C08S02,UNIVERSIDAD 2,12,LOS RÍOS,1201,BABAHOYO,"-181,007",-79.51518,URBANO,CASA/VILLA,PRIVADO,28/05/2024,20:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,UNIVERSIDAD,12D01C08S02,UNIVERSIDAD 2,12,LOS RÍOS,1201,BABAHOYO,"-181,007",-79.51518,URBANO,CASA/VILLA,PRIVADO,28/05/2024,20:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,17,A,MUJER,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,EL SALTO,12D01C03S01,EL SALTO 1,12,LOS RÍOS,1201,BABAHOYO,"-179,371",-79.53686,RURAL,VÍA PÚBLICA,PUBLICO,28/05/2024,18:20:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,JORNALERO,BASICA,SIN_DATO
ASESINATO,ZONA 6,CAÑAR,LA TRONCAL,TRONCAL CENTRO,03D03C02S01,TRONCAL CENTRO 1,3,CAÑAR,304,LA TRONCAL,"-24,164",-79.3242,RURAL,FINCA,PRIVADO,28/05/2024,23:00:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,SANTA ROSA,SANTA ROSA ESTE,07D06C04S02,SANTA ROSA ESTE 2,7,EL ORO,712,SANTA ROSA,"-345,976",-79.97637,URBANO,VÍA PÚBLICA,PUBLICO,28/05/2024,14:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,44,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,ABEL GILBERT,09D24C01S03,ABEL GILBERT 3,9,GUAYAS,907,DURAN,"-21,781",-79.85599,URBANO,CASA/VILLA,PRIVADO,28/05/2024,08:08:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,DURÁN,LIGA CANTONAL,09D24C08S01,LIGA CANTONAL 1,9,GUAYAS,907,DURAN,"-216,119",-79.84513,URBANO,CASA/VILLA,PRIVADO,28/05/2024,11:30:00,OTROS,NINGUNA,VIOLENCIA INTRAFAMILIAR,MALTRATO,SOFOCACION,4,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,7 LAGOS,09D01C04S03,7 LAGOS 3,9,GUAYAS,901,GUAYAQUIL,"-224,881",-79.8865,URBANO,VÍA PÚBLICA,PUBLICO,28/05/2024,11:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,FLORIDA,09D06C05S01,FLORIDA 1,9,GUAYAS,901,GUAYAQUIL,"-213,339",-79.94067,URBANO,VÍA PÚBLICA,PUBLICO,28/05/2024,16:21:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,GARAY,09D03C04S01,GARAY 1,9,GUAYAS,901,GUAYAQUIL,"-219,641",-79.8921,URBANO,CAJEROS,PUBLICO,28/05/2024,14:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,64,A,MUJER,FEMENINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,ABEL GILBERT,09D24C01S03,ABEL GILBERT 3,9,GUAYAS,907,DURAN,"-21,781",-79.85599,URBANO,CASA/VILLA,PRIVADO,28/05/2024,08:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,42,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,CENTENARIO,09D01C05S02,CENTENARIO 2,9,GUAYAS,901,GUAYAQUIL,"-222,102",-79.88711,URBANO,VÍA PÚBLICA,PUBLICO,28/05/2024,23:39:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,SUCUMBÍOS,SHUSHUFINDI,7 DE JULIO,21D04C03S01,7 DE JULIO 1,21,SUCUMBÍOS,2104,SHUSHUFINDI,"-0,12326",-76.83127,RURAL,FINCA,PRIVADO,27/05/2024,10:00:00,OTROS,NINGUNA,DELINCUENCIA COMÚN,AMENAZA,HERIDAS CONTUSAS,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,NUEVO PORTOVIEJO,13D01C02S02,NUEVO PORTOVIEJO 2,13,MANABÍ,1301,PORTOVIEJO,"-107,435",-80.44268,URBANO,VÍA PÚBLICA,PUBLICO,27/05/2024,08:00:00,OTROS,NINGUNA,DELINCUENCIA COMÚN,AMENAZA,ESTRANGULACION,36,A,HOMBRE,NO APLICA,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,LOS CEREZOS,13D01C03S01,LOS CEREZOS 1,13,MANABÍ,1301,PORTOVIEJO,"-106,236",-80.45714,URBANO,VÍA PÚBLICA,PUBLICO,27/05/2024,22:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,QUEVEDO,7 DE OCTUBRE,12D03C07S01,7 DE OCTUBRE 1,12,LOS RÍOS,1205,QUEVEDO,"-10,349",-79.47119,URBANO,VÍA PÚBLICA,PUBLICO,27/05/2024,12:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BUENA FE,PATRICIA PILAR,12D06C05S01,PATRICIA PILAR 1,12,LOS RÍOS,1210,BUENA FE,"-0,57452",-79.37388,URBANO,VÍA PÚBLICA,PUBLICO,27/05/2024,19:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,DEFENSA PROPIA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,PSICOLOGICA,BACHILL. EN CIENCIAS,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,LAS KATYAS,07D02C14S03,LAS KATYAS 3,7,EL ORO,701,MACHALA,"-323,272",-79.9157,URBANO,VÍA PÚBLICA,PUBLICO,27/05/2024,22:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVO GUAYAQUIL,09D08C06S03,NUEVO GUAYAQUIL 3,9,GUAYAS,901,GUAYAQUIL,"-210,293",-79.97247,URBANO,VÍA PÚBLICA,PUBLICO,27/05/2024,10:15:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,ABEL GILBERT,09D24C01S02,ABEL GILBERT 2,9,GUAYAS,907,DURAN,"-218,023",-79.85123,URBANO,VÍA PÚBLICA,PUBLICO,27/05/2024,11:00:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S02,NUEVA PROSPERINA 2,9,GUAYAS,901,GUAYAQUIL,"-212,827",-79.95503,URBANO,VÍA PÚBLICA,PUBLICO,27/05/2024,15:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,PELUQUERO,SIN_DATO,SIN_DATO
